segment_id,t_start,t_end,dur_s,whisper_fr,xlsr_fr,whisper_en_per_seg,whisper_en_cont,xlsr_en
seg_0799,2934.98,2939.28,2026-03-04 00:00:00,"Je me suis dit tiens, c'est loin de Paris puisque c'est tellement général.",onsieur le tiens cest voilà cest loine paris puisque cest elemont voilà telement général,"I told him that it was far from Paris, because it was so generous.","No, I was surprised that we talked about school like that, I said to myself, here it is, it's far from Paris since it's so general ...","It’s the sousousousou-sous, it’s that your cousousous-ssousouliin-souts-Paris-s Lans Paris, Paris is so far from Paris, this is so totally general, alright, pretty, it is totally general... Yes, it's very general, this, Paris, being so totally, this way, this really, this whole, this pretty general, sure, that this is such a general general, is this Paris, its so too big, this Paris is such such a small, Paris can be considered a metropole, this Marseilles is so close, Paris... This is the most general, certainly, this this is the same general, right, that your general general is so general, your general is in the Marseilles, Marseilles (sousou Chau Chaus-pars, Paris Paris, your normal normal, Paris), is your general, Paris only, is so distant, Paris. Your general, France, is generally, your average, Paris (s a Marseilles Marseilles ball balls, is your normal, yours boules, pals, your pansssossossos, with Paris, is just Paris, Paris, this completely, Paris! This Paris, This is so Totally general, Everything, That is true, Right, Is this, this totally, straight general, that it is this, that is so pretty, this everywhere, this all, this... That is the general, French, this overall, this very general... This Paris is almost, this general,this Paris, Mars, is such general, public, this pari, thissame, this Toulouse, this Versailles, is all the general general... Your general generalgeneral, Marseille, is Marseilles trou trou trous soups, a bowls balls tables, Champs, mixes, your Marseillestrous, àsss,s, lassosso, your trouss mas mas mas balls ( Marseilles Paris pars, Provences, Less, Sarkozys, Cannes, Paris- Paris, mars, Paris alone, Paris? Paris, Saos, this entirely Paris, Paris, Par Paris, France... this is this is, this truly, this perfectly, Paris colos, Such general, This Paris... That your general... So, your General General, this diversifica, this simple, this basically, Paris Louisianas, même, this your general"
seg_0800,2939-03-01 00:00:00,2941.28,1.98,Qu'est-ce que c'est qu'un quartier ?,c'est qun quartier cest,What is a neighborhood?,What is a neighborhood? It's perception through ...,Is it a neighborhood? It’s a neighborhood.
seg_0801,2941.28,2942.92,1.64,C'est la perception à travers les...,c'est la perception à travers,It's perception through...,It's perception through ...,It’s perception through the eyes.
seg_0802,2943.54,2945.34,2026-08-01 00:00:00,À travers les lieux sociaux.,un dieu,,"Through the places, the social places ...",Where to go?
seg_0803,2945.34,2948.84,2026-05-03 00:00:00,"Oui, c'est vrai, oui, oui. Il commençait à passer la scolarité.",oui mais lieu cest vrai eu y coment set paser la scolarité,"Yes, it's true, schools began to take place.","Through the places, the social places ... Yes, the places, it's true, yes, yes, how did school start?","Yes, yes, it is true, he started to move through schooling, yes!"
seg_0804,2950.24,2955.76,5.52,"Mais aussi, il y a un côté dans un quartier ma petite épicerie, mon café, mon école.",ais ausi un côté dans un quartier maquit de biscerime au café hon,"But also there is a side in a neighborhood, my little grocery store, my coffee, my coffee shop ...","But also there is a side in a neighborhood, my little grocery store, my café, my ...","But there is also a side in a neighborhood where there’s a wholesale bakery, a coffee shop, a café."
seg_0805,2956.22,2957.66,1.44,"Oui, c'est vrai, c'est le tissu.",ce vrai e cete ti shûre,"It's true, this fabric...","Yes, it's true, this little ...",It’s true that it is this time.
seg_0806,2958-08-01 00:00:00,2964-03-01 00:00:00,6.22,"Et en Paris, justement, les copains qu'on se fait, qu'on garde, ou qu'on perd.",ritjutement les copains gosfies hy concarnes on comver,,"And in Paris, I ask you, the copas that we do, that we keep, or we compare ...","I’m asking the Coppis that we make cups and that we keep them, or guard, or gossip."
seg_0807,2964.86,2967-08-01 00:00:00,2.94,Et à quel moment est-il gardé vos repères ?,oui noe et oui,"Yes, indeed.","And in Paris, I ask you, the copas that we do, that we keep, or we compare ... And at what point do you keep the marks? It's true that it's the good marks, the school, after we go to such a café,",Yes or no?
seg_0808,2967-08-01 00:00:00,2970-03-01 00:00:00,2026-05-02 00:00:00,"C'est vrai que c'est les bons repères, l'école.",cest braque cest les bons repère lécole,"It's true that it's the right landmarks, the school...","It's true that it's the good marks, the school, after we go to such a café,","It’s true, it’s the good meals, the school..."
seg_0809,2970.48,2973-01-01 00:00:00,2.62,"Après, on va à tel café, boire un coup avec les parents.",après on va à tel café boi un coup avec les parents,Then we go to the cafe to have a drink with the parents.,"It's true that it's the good marks, the school, after we go to such a café, we drink coffee with the parents, well, I have very good memories like that, it's true ...","Then, afterwards, he and his parents drink coffee together with the parents’ parents."
seg_0810,2973-03-01 00:00:00,2975.56,2.26,"Enfin, j'ai des très bons souvenirs comme ça, c'est vrai.",ajai des très bons souvenirs come ça cean,"I have very good memories like that, it's true.","we drink coffee with the parents, well, I have very good memories like that, it's true ...","Well, I have had very good memories, like this, this is Van Van Van Vas. That’s van Van Van Vens! This is van Va Vas! So... It’s Van Van Vs."
seg_0811,2975.58,2976.0,0.42,Vous avez vu ça ?,tant,No.,"we drink coffee with the parents, well, I have very good memories like that, it's true ... You had a coffee shop?",Good luck.
seg_0812,2976.0,2977-03-01 00:00:00,2026-03-01 00:00:00,"Oui, oui, oui.",bah oui oui oui,"But yes, yes, yes.","Yes, yes, yes, it's true that a café will be associated with the school where we were,","Oh yes, yes, Yes, yes! Yes, Yes! Yes!"
seg_0813,2977.76,2986.42,8.66,"Oui, c'est vrai qu'un café va être associé à l'école où on était, le café La Renaissance, que j'aime beaucoup, moi, qui est à Place Voltaire.",oui era qun café va être asocié à l'école oith oùt été le café de la renaisance que j'aime beaucoup moins que la place voltaire,"Yes, it's true that a café will be associated with the school where the café La Renaissance was, which I really like, which is in Place Voltaire.","Yes, yes, yes, it's true that a café will be associated with the school where we were, the café La Renaissance, which I really like, which is in Place Voltaire,","Yes, it’s true that a coffee will be associated with the school, or the Renaissance coffee coffee coffee, which I like, in the cafe, or in the coffee coffee that I remember, in Voltaire."
seg_0814,2986.44,2989.84,2026-04-03 00:00:00,"Bon, vraiment, associé à l'école de la rue Godefroy-Cavagnac.",asocié à l'école de la rue gotracavagnaqu,"It's really associated with the school of the street, Godefra-Cavagnac.","well, it's really associated with the school of the street, Gaudre-Francavagnac,","Well, he’s really associated with the school of the street of Gothfois-Caviac-Cabanjac, Godfais-Cowanyac de Gauss."
seg_0815,2991-04-01 00:00:00,2993.94,2.54,"Voilà, donc c'est vrai que c'est un tout.",lan donc cit ces vrai que ci ce sest un tou,So it's true that it's a whole.,so it's true that it's a whole ...,"Well, well, it’s true that there are some of these with one another."
seg_0816,2993.94,3008.46,14.52,"Est-ce qu'en revanche, il y a des poids qui, pour vous, faisaient l'essence du quartier ? Et puis, je suis passée totalement à côté.",mais est-ce que en rebanche yali poit qui vous paraisent qui pour vous faisen faisez laisence du quartier et puis les pichez paser totalement àn côté,Is there any weight you feel makes sense to the neighbourhood?,"so it's true that it's a whole ... But is there, however, a weight that seems to me ... that for you made the essence of the neighborhood and then I went totally aside?","But, on the other hand, did there seem to be some lines that made sense for you, and for me, and then, for you......and then, I totally side-by-side...?"
seg_0817,3014.54,3016.32,1.78,"Non, peut-être.",non ptête,Maybe...,"No, maybe ...","No, maybe."
seg_0818,3016.84,3028-04-01 00:00:00,11.56,"Non, peut-être, c'est vrai que quand on est mère de famille à Paris avec des enfants en bas âge, voilà, de parler comment est-ce qu'on vit en tant que parisienne avec deux enfants.",non tcest vrai quand on est mare de famile à parir avec des enfants bas-âge voilà de parler coment est-ce quon vie coment esquon vie en tant que parisiene avec voilà deux enfants,"Maybe it's true that when you are a mother of two in Paris with children in their lower ages, to talk about how you live as a Parisian with two children.","No, maybe ... No, maybe it's true that when you are a mother of a family in Paris with children of a young age, to talk about how we live as Parisians with two children ...","No, but it’s true that when we’re a mother of a family in Paris and Paris with kids to marry, how can we talk about it? How can we live together with kids as a couple? That’s right, two children with two children."
seg_0819,3028.54,3039.32,10.78,"Quand je vous disais que je déteste les parcs ou les espaces verts, c'est parce que c'est vrai que le dimanche, quand ça m'arrivait d'aller au score, ou en l'ando, et puis l'autre qui marchait à peine, je détestais ça.",quand jo disais que je détaise les parcs ou les espaces verts cest par ce que cest vrai que le dimanche quandçamarivait d'aler ou square parcequeou enlandaux et pilotes qui marchaient à peine mais je détestai ça,"When I said I hated green spaces, it was because on Sundays, when I was going to the square, Orlando and Pilote were barely working, I hated that.","to talk about how we live as Parisians with two children ... When I told you that I hate parks or green spaces, it's because it's true that on Sundays when I managed to go to the square, because Orlando and Pilote hardly walked, but I hated that,","When I was saying I devastated the parks when I cleaned the spaces with the parcels or the yards, if I was to say “On Sunday, when I went to eat dinner, or if it happened that I go to scoot, or else if... or if... and the other one who was walking, then he was walking hard, but I was devastated by his hats, when he said he was so fast, when on Sunday, he was going to sleep, or when he was sleeping, then when he had gone to Squad, and then when someone else was walking fast, he would hate him, but he hat hat hatd his hat, he hatd hat hat his dogs, because, when every Sunday morning, he cried, as if he threw me out, or inlant, or even if he walked, then, when the other guy walked hard, then if he would walk, then how fast, if, if he did run, when it was Sunday, then anyway, if it was time, if... when he walked up, then scat, then then when it dawn, then... if he crid, then whenever, when, when everyone else, when... when, if if he thought, when suddenly, when... when he walk, when anyone else, then who, when everywhere, when somebody else, etc.... if I crid when I cried... when I throw away, when someone, when — when he thre thre thre... if if I breathed, when when I thre... when someone thre thre, when speaking, when my sts, as fast, If if I swe... if when I detected, since Sunday... when... if, when daytime, when people, when cree... when... if I throw, when thre...... when I saw, when everybody, when s... when slander when... while, when those person... if... if... if if if when Sudden, when! when I read... when over... whenever, when they cri... when when... When I thre thre... when...... if when someone... when...) when I hear... when thre, if when...... when God alone, when...... when I... when...” when I speak... when it... when me... when..... when I heard... when Sca Sam... when) when..... when I find... when she... when Sand Sand... when Who... when He... when this... when"
seg_0820,3039.42,3045.34,5.92,"Mais d'un autre côté, quoi faire dans Paris ? Il fallait aussi les aérer, il fallait quand même qu'elles aillent faire du toboggan.",dun autre côté quoifaire dans paris falait ausi les ahéréer falaint encore quand même qu'eles alaent faire du taux-bougand,"But on the other hand, what to do in Paris? They had to be aired, they had to do a lot of noise.","but on the other hand, what to do in Paris, you also had to air them, you still had to go and do toboggan, so it's true that ...","On the other hand, what to do in Paris? We also had to get them armed, even though they still had to do a good turnaround."
